Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
738¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Program
1001¿Literal¿string¿1289¿¿'exit'¿¿{"start":{"line":34,"column":49},"end":{"line":34,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1002¿Identifier¿¿1289¿v107¿¿¿¿¿Identifier
1003¿ReturnStatement¿¿1289¿¿¿¿¿¿ReturnStatement
1004¿Identifier¿¿1289¿v108¿¿¿¿¿Identifier
1005¿BlockStatement¿¿1289¿¿¿¿¿¿BlockStatement
1006¿ExpressionStatement¿¿1275¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExpressionStatement
1007¿AssignmentExpression¿=¿1275¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿AssignmentExpression
1008¿MemberExpression¿¿1275¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1009¿Identifier¿¿1275¿child¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1010¿Identifier¿¿1275¿signal¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1011¿NewExpression¿¿1275¿¿¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿NewExpression
1012¿Identifier¿¿1275¿Promise¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1013¿Identifier¿¿1275¿v109¿¿¿¿¿Identifier
1014¿VariableDeclarator¿¿1275¿v113¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1015¿ArrowFunctionExpression¿¿1275¿¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ArrowFunctionExpression
1016¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1017¿VariableDeclarator¿¿1293¿v111¿¿¿{"start":{"line":35,"column":57},"end":{"line":35,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1018¿ArrowFunctionExpression¿¿1293¿¿¿¿{"start":{"line":35,"column":57},"end":{"line":35,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ArrowFunctionExpression
1019¿VariableDeclarator¿¿1295¿v110¿¿¿{"start":{"line":35,"column":63},"end":{"line":35,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1295¿¿¿¿{"start":{"line":35,"column":63},"end":{"line":35,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1021¿Identifier¿¿1295¿resolve¿¿¿{"start":{"line":35,"column":63},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1022¿ReturnStatement¿¿1295¿¿¿¿¿¿ReturnStatement
1023¿Identifier¿¿1295¿v110¿¿¿¿¿Identifier
1024¿BlockStatement¿¿1295¿¿¿¿¿¿BlockStatement
1025¿VariableDeclarator¿¿1293¿v112¿¿¿{"start":{"line":35,"column":39},"end":{"line":35,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1026¿CallExpression¿¿1293¿¿¿¿{"start":{"line":35,"column":39},"end":{"line":35,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1027¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":35,"column":39},"end":{"line":35,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1028¿Identifier¿¿1293¿child¿¿¿{"start":{"line":35,"column":39},"end":{"line":35,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1029¿Identifier¿¿1293¿on¿¿¿{"start":{"line":35,"column":45},"end":{"line":35,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1030¿Literal¿string¿1293¿¿'close'¿¿{"start":{"line":35,"column":48},"end":{"line":35,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1031¿Identifier¿¿1293¿v111¿¿¿¿¿Identifier
1032¿ReturnStatement¿¿1293¿¿¿¿¿¿ReturnStatement
1033¿Identifier¿¿1293¿v112¿¿¿¿¿Identifier
1034¿BlockStatement¿¿1293¿¿¿¿¿¿BlockStatement
1035¿ExpressionStatement¿¿1275¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExpressionStatement
1036¿AssignmentExpression¿=¿1275¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿AssignmentExpression
1037¿MemberExpression¿¿1275¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1038¿Identifier¿¿1275¿child¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1039¿Identifier¿¿1275¿close¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1040¿NewExpression¿¿1275¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿NewExpression
1041¿Identifier¿¿1275¿Promise¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1042¿Identifier¿¿1275¿v113¿¿¿¿¿Identifier
1043¿ReturnStatement¿¿1275¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ReturnStatement
1044¿Identifier¿¿1275¿child¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1045¿BlockStatement¿¿1275¿¿¿¿{"start":{"line":10,"column":44},"end":{"line":38,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1046¿VariableDeclarator¿¿1271¿systemShell¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1047¿VariableDeclarator¿¿1271¿v114¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1048¿CallExpression¿¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1049¿MemberExpression¿¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1050¿Identifier¿¿1271¿os¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1051¿Identifier¿¿1271¿platform¿¿¿{"start":{"line":40,"column":21},"end":{"line":40,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1052¿VariableDeclarator¿¿1271¿v115¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1053¿BinaryExpression¿===¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1054¿Identifier¿¿1271¿v114¿¿¿¿¿Identifier
1055¿Literal¿string¿1271¿¿'win32'¿¿{"start":{"line":40,"column":36},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1056¿VariableDeclarator¿¿1271¿v116¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1057¿ArrayExpression¿¿1271¿¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ArrayExpression
1058¿Literal¿string¿1271¿¿'cmd.exe'¿¿{"start":{"line":40,"column":47},"end":{"line":40,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1059¿Literal¿string¿1271¿¿'/s'¿¿{"start":{"line":40,"column":58},"end":{"line":40,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1060¿Literal¿string¿1271¿¿'/c'¿¿{"start":{"line":40,"column":64},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1061¿VariableDeclarator¿¿1271¿v117¿¿¿{"start":{"line":40,"column":72},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1062¿ArrayExpression¿¿1271¿¿¿¿{"start":{"line":40,"column":72},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ArrayExpression
1063¿Literal¿string¿1271¿¿'sh'¿¿{"start":{"line":40,"column":73},"end":{"line":40,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1064¿Literal¿string¿1271¿¿'-c'¿¿{"start":{"line":40,"column":79},"end":{"line":40,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1065¿IfStatement¿¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿IfStatement
1066¿Identifier¿¿1271¿v115¿¿¿¿¿Identifier
1067¿ExpressionStatement¿¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExpressionStatement
1068¿AssignmentExpression¿=¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿AssignmentExpression
1069¿Identifier¿¿1271¿systemShell¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1070¿Identifier¿¿1271¿v116¿¿¿¿¿Identifier
1071¿BlockStatement¿¿1271¿¿¿¿¿¿BlockStatement
1072¿ExpressionStatement¿¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExpressionStatement
1073¿AssignmentExpression¿=¿1271¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿AssignmentExpression
1074¿Identifier¿¿1271¿systemShell¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1075¿Identifier¿¿1271¿v117¿¿¿¿¿Identifier
1076¿BlockStatement¿¿1271¿¿¿¿¿¿BlockStatement
1077¿VariableDeclarator¿¿1271¿execWithOptions¿¿¿{"start":{"line":41,"column":0},"end":{"line":54,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1078¿FunctionExpression¿¿1271¿anon¿¿¿{"start":{"line":41,"column":0},"end":{"line":54,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿FunctionExpression
1079¿Identifier¿¿0¿options¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1080¿Identifier¿¿0¿strings¿¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1081¿RestElement¿¿0¿¿¿¿{"start":{"line":41,"column":44},"end":{"line":41,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿RestElement
1082¿Identifier¿¿0¿values¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1083¿VariableDeclarator¿¿1298¿v118¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1084¿ObjectExpression¿¿1298¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ObjectExpression
1085¿ExpressionStatement¿¿1298¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ExpressionStatement
1086¿AssignmentExpression¿=¿1298¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿AssignmentExpression
1087¿Identifier¿¿1298¿options¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1088¿LogicalExpression¿||¿1298¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿LogicalExpression
1089¿Identifier¿¿1298¿options¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1090¿Identifier¿¿1298¿v118¿¿¿¿¿Identifier
1091¿VariableDeclarator¿¿1298¿v132¿¿¿{"start":{"line":43,"column":22},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1092¿ArrowFunctionExpression¿¿1298¿¿¿¿{"start":{"line":43,"column":22},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ArrowFunctionExpression
1093¿Identifier¿¿0¿value¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1300¿v119¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1095¿UnaryExpression¿typeof¿1300¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1096¿Identifier¿¿1300¿value¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1300¿v120¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1098¿BinaryExpression¿===¿1300¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1099¿Identifier¿¿1300¿v119¿¿¿¿¿Identifier
1100¿Literal¿string¿1300¿¿'number'¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1101¿VariableDeclarator¿¿1300¿v121¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1102¿UnaryExpression¿typeof¿1300¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1103¿Identifier¿¿1300¿value¿¿¿{"start":{"line":44,"column":44},"end":{"line":44,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1300¿v122¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1105¿BinaryExpression¿===¿1300¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1106¿Identifier¿¿1300¿v121¿¿¿¿¿Identifier
1107¿Literal¿string¿1300¿¿'object'¿¿{"start":{"line":44,"column":54},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1108¿VariableDeclarator¿¿1300¿v123¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1109¿LogicalExpression¿||¿1300¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿LogicalExpression
1110¿Identifier¿¿1300¿v120¿¿¿¿¿Identifier
1111¿Identifier¿¿1300¿v122¿¿¿¿¿Identifier
1112¿VariableDeclarator¿¿1300¿v124¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1113¿UnaryExpression¿typeof¿1300¿¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1114¿Identifier¿¿1300¿value¿¿¿{"start":{"line":44,"column":73},"end":{"line":44,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1115¿VariableDeclarator¿¿1300¿v125¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1116¿BinaryExpression¿===¿1300¿¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BinaryExpression
1117¿Identifier¿¿1300¿v124¿¿¿¿¿Identifier
1118¿Literal¿string¿1300¿¿'boolean'¿¿{"start":{"line":44,"column":83},"end":{"line":44,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Literal
1119¿VariableDeclarator¿¿1300¿v126¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1120¿LogicalExpression¿||¿1300¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿LogicalExpression
1121¿Identifier¿¿1300¿v123¿¿¿¿¿Identifier
1122¿Identifier¿¿1300¿v125¿¿¿¿¿Identifier
1123¿IfStatement¿¿1300¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿IfStatement
1124¿Identifier¿¿1300¿v126¿¿¿¿¿Identifier
1125¿VariableDeclarator¿¿1300¿v127¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1126¿CallExpression¿¿1300¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿CallExpression
1127¿MemberExpression¿¿1300¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿MemberExpression
1128¿Identifier¿¿1300¿value¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1129¿Identifier¿¿1300¿toString¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1130¿ReturnStatement¿¿1300¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿ReturnStatement
1131¿Identifier¿¿1300¿v127¿¿¿¿¿Identifier
1132¿BlockStatement¿¿1300¿¿¿¿{"start":{"line":44,"column":94},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1133¿VariableDeclarator¿¿1300¿v128¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
1134¿UnaryExpression¿typeof¿1300¿¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿UnaryExpression
1135¿Identifier¿¿1300¿value¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Identifier
1136¿VariableDeclarator¿¿1300¿v129¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿VariableDeclarator
