Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
821¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Program
1499¿PDG_OBJECT¿¿0¿1469.v196-o161¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1469.v196.name-o162¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1469.v196-o163¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1469.v196.description-o164¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1469.v196-o165¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1469.v196.syntax-o166¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1469.v196-o167¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1469.v196.num_args-o168¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1469.v196-o169¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1469.v196.args_to_lower-o170¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1469.v196-o171¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1469.v196.needs_api-o172¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1469.v196-o173¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1469.v196.has_state-o174¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1469.v196-o175¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1469.v196.execute-o176¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1469.module-o177¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1469.module.exports-o178¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1471.extra.api-o179¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1471.message.member-o180¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1471.v100.roles-o181¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1471.v101.cache-o182¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1473.this-o183¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1473.role-o184¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1471.v105-o185¿¿¿¿¿PDG_OBJECT
1524¿PDG_CALL¿¿1471¿1471.CALL->v102.some-o186¿¿¿¿¿PDG_CALL
1525¿PDG_OBJECT¿¿0¿1471.v106-o187¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1471.this.logger-o188¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1471.message.author-o189¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1471.v109.tag-o190¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1471.v111.id-o191¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1471.v113-o192¿¿¿¿¿PDG_OBJECT
1531¿PDG_CALL¿¿1471¿1471.CALL->v108.warn-o193¿¿¿¿¿PDG_CALL
1532¿PDG_OBJECT¿¿0¿1471.v114-o194¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1471.v115-o195¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1471¿1471.CALL->message.reply-o196¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1471.v116-o197¿¿¿¿¿PDG_OBJECT
1536¿PDG_RETURN¿¿0¿1471.RET_OBJ-o198¿¿¿¿¿PDG_RETURN
1537¿PDG_OBJECT¿¿0¿1471.args.1-o199¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1471.args.2-o200¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1471.this.syntax-o201¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1471.v121-o202¿¿¿¿¿PDG_OBJECT
1541¿PDG_CALL¿¿1471¿1471.CALL->message.reply-o203¿¿¿¿¿PDG_CALL
1542¿PDG_OBJECT¿¿0¿1471.v122-o204¿¿¿¿¿PDG_OBJECT
1543¿PDG_RETURN¿¿0¿1471.RET_OBJ-o205¿¿¿¿¿PDG_RETURN
1544¿PDG_OBJECT¿¿0¿1471.validActions-o206¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1471.validActions.0-o207¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1471.validActions.1-o208¿¿¿¿¿PDG_OBJECT
1547¿PDG_OBJECT¿¿0¿1471.validActions.2-o209¿¿¿¿¿PDG_OBJECT
1548¿PDG_CALL¿¿1471¿1471.CALL->validActions.includes-o210¿¿¿¿¿PDG_CALL
1549¿PDG_OBJECT¿¿0¿1471.v123-o211¿¿¿¿¿PDG_OBJECT
1550¿PDG_CALL¿¿1471¿1471.CALL->validActions.join-o212¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿0¿1471.v125-o213¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1471.v126-o214¿¿¿¿¿PDG_OBJECT
1553¿PDG_CALL¿¿1471¿1471.CALL->message.reply-o215¿¿¿¿¿PDG_CALL
1554¿PDG_OBJECT¿¿0¿1471.v127-o216¿¿¿¿¿PDG_OBJECT
1555¿PDG_RETURN¿¿0¿1471.RET_OBJ-o217¿¿¿¿¿PDG_RETURN
1556¿PDG_OBJECT¿¿0¿1471.serverDetails-o218¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1471.v128-o219¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1471.respServer-o220¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1471.respServer.minecraft_servers-o221¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1471.v130.0-o222¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1471.serverDetails-o223¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1471.v134-o224¿¿¿¿¿PDG_OBJECT
1563¿PDG_CALL¿¿1471¿1471.CALL->v133.info-o225¿¿¿¿¿PDG_CALL
1564¿PDG_OBJECT¿¿0¿1471.v135-o226¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1471.v136-o227¿¿¿¿¿PDG_OBJECT
1566¿PDG_CALL¿¿1471¿1471.CALL->message.reply-o228¿¿¿¿¿PDG_CALL
1567¿PDG_OBJECT¿¿0¿1471.v137-o229¿¿¿¿¿PDG_OBJECT
1568¿PDG_RETURN¿¿0¿1471.RET_OBJ-o230¿¿¿¿¿PDG_RETURN
1569¿PDG_OBJECT¿¿0¿1471.serverDetails.short_name-o231¿¿¿¿¿PDG_OBJECT
1570¿PDG_CALL¿¿1471¿1471.CALL->safeShortNamePattern.test-o232¿¿¿¿¿PDG_CALL
1571¿PDG_OBJECT¿¿0¿1471.v146-o233¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1471.v150-o234¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1471¿1471.CALL->v148.error-o235¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1471.v151-o236¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1471.v153-o237¿¿¿¿¿PDG_OBJECT
1576¿PDG_CALL¿¿1471¿1471.CALL->message.reply-o238¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿0¿1471.v154-o239¿¿¿¿¿PDG_OBJECT
1578¿PDG_RETURN¿¿0¿1471.RET_OBJ-o240¿¿¿¿¿PDG_RETURN
1579¿PDG_OBJECT¿¿0¿1471.serviceName-o241¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1471.argv-o242¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1471.argv.0-o243¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1471.argv.1-o244¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1471.argv.2-o245¿¿¿¿¿PDG_OBJECT
1584¿PDG_CALL¿¿1471¿1471.CALL->argv.join-o246¿¿¿¿¿PDG_CALL
1585¿PDG_OBJECT¿¿0¿1471.v159-o247¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1471.v160-o248¿¿¿¿¿PDG_OBJECT
1587¿PDG_CALL¿¿1471¿1471.CALL->v156.info-o249¿¿¿¿¿PDG_CALL
1588¿PDG_OBJECT¿¿0¿1471.v161-o250¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1471.message.channel-o251¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1471.serverDetails.display_name-o252¿¿¿¿¿PDG_OBJECT
1591¿PDG_OBJECT¿¿0¿1471.v164-o253¿¿¿¿¿PDG_OBJECT
1592¿PDG_CALL¿¿1471¿1471.CALL->v162.send-o254¿¿¿¿¿PDG_CALL
1593¿PDG_OBJECT¿¿0¿1471.v165-o255¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1471.v166-o256¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1481.this-o257¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1481.error-o258¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1481.stdout-o259¿¿¿¿¿PDG_OBJECT
1598¿PDG_OBJECT¿¿0¿1481.stderr-o260¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1471.v193-o261¿¿¿¿¿PDG_OBJECT
1600¿PDG_CALL¿¿1471¿1471.CALL->execFile-o262¿¿¿¿¿PDG_CALL
1601¿PDG_OBJECT¿¿0¿1471.v194-o263¿¿¿¿¿PDG_OBJECT
1602¿TAINT_SINK¿¿0¿execFile¿¿¿¿¿TAINT_SINK
1603¿PDG_OBJECT¿¿0¿1471.error-o264¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1471.error.message-o265¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1471.v141-o266¿¿¿¿¿PDG_OBJECT
1606¿PDG_CALL¿¿1471¿1471.CALL->v138.error-o267¿¿¿¿¿PDG_CALL
1607¿PDG_OBJECT¿¿0¿1471.v142-o268¿¿¿¿¿PDG_OBJECT
1608¿PDG_OBJECT¿¿0¿1471.v143-o269¿¿¿¿¿PDG_OBJECT
1609¿PDG_CALL¿¿1471¿1471.CALL->message.reply-o270¿¿¿¿¿PDG_CALL
1610¿PDG_OBJECT¿¿0¿1471.v144-o271¿¿¿¿¿PDG_OBJECT
1611¿PDG_RETURN¿¿0¿1471.RET_OBJ-o272¿¿¿¿¿PDG_RETURN
1612¿PDG_OBJECT¿¿0¿1473.role.name-o273¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1473.v104-o274¿¿¿¿¿PDG_OBJECT
1614¿PDG_RETURN¿¿0¿1473.RET_OBJ-o275¿¿¿¿¿PDG_RETURN
1615¿PDG_OBJECT¿¿0¿1481.this.logger-o276¿¿¿¿¿PDG_OBJECT
1616¿PDG_CALL¿¿1481¿1481.CALL->argv.join-o277¿¿¿¿¿PDG_CALL
1617¿PDG_OBJECT¿¿0¿1481.v168-o278¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1481.error.message-o279¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1481.v170-o280¿¿¿¿¿PDG_OBJECT
1620¿PDG_CALL¿¿1481¿1481.CALL->v167.error-o281¿¿¿¿¿PDG_CALL
1621¿PDG_OBJECT¿¿0¿1481.v171-o282¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1481.v173-o283¿¿¿¿¿PDG_OBJECT
1623¿PDG_CALL¿¿1481¿1481.CALL->v172.error-o284¿¿¿¿¿PDG_CALL
1624¿PDG_OBJECT¿¿0¿1481.v174-o285¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1481.v178-o286¿¿¿¿¿PDG_OBJECT
1626¿PDG_CALL¿¿1481¿1481.CALL->v175.send-o287¿¿¿¿¿PDG_CALL
1627¿PDG_OBJECT¿¿0¿1481.v179-o288¿¿¿¿¿PDG_OBJECT
1628¿PDG_RETURN¿¿0¿1481.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1629¿PDG_OBJECT¿¿0¿1481.outputMessage-o290¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1481.v182-o291¿¿¿¿¿PDG_OBJECT
1631¿PDG_CALL¿¿1481¿1481.CALL->v181.info-o292¿¿¿¿¿PDG_CALL
1632¿PDG_OBJECT¿¿0¿1481.v183-o293¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1481.outputMessage-o294¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1481.v185-o295¿¿¿¿¿PDG_OBJECT
1635¿PDG_CALL¿¿1481¿1481.CALL->v184.warn-o296¿¿¿¿¿PDG_CALL
1636¿PDG_OBJECT¿¿0¿1481.v186-o297¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1481.outputMessage-o298¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1481.v189-o299¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1481.v191-o300¿¿¿¿¿PDG_OBJECT
1640¿PDG_CALL¿¿1481¿1481.CALL->v190.send-o301¿¿¿¿¿PDG_CALL
1641¿PDG_OBJECT¿¿0¿1481.v192-o302¿¿¿¿¿PDG_OBJECT
